job_title,job_responsibility
WXG08-122 微信搜索机器学习算法工程师（北京）,"负责微信搜索特征工程的建设和优化；
负责微信搜索中排序算法的研发和优化，包括LTR、点击模型、异构数据排序等；
负责微信搜索个性化排序和社交行为在搜索中的应用。"
WXG02-133 微信资深运维工程师（视频号SRE）（广州）,"团队负责微信业务运维工作，SRE方向，通过标准化&自动化支撑微信、朋友圈、视频号等服务的运维和系统优化工作。
"
WXG02-113 微信监控平台golang开发工程师（广州）,团队负责微信监控平台开发，包括海量实时数据处理，异常检测算法，异常自动定位，系统质量度量体系，亚健康问题检测等功能，支撑着微信、公众平台、小程序、微信支付、视频号等全线业务。
WXG02-113 微信后台开发高级工程师 (基础功能）(广州/深圳）,负责微信后台的基础功能开发，涉及到通讯接入、消息、推送、基础资料等服务，以及 AI 计算框架和其它你可能感兴趣的微信中的功能。
WXG02-113 微信后台开发高级工程师（大数据基础组件）（广州/深圳）,负责微信后台的分布式基础组件开发，支持微信事业群的公共需求（搜索、视频号等），包括最近邻（ANN）搜索服务、高性能特征存储服务等
WXG02-113 微信后台开发工程师（视频号）(广州/深圳）,负责微信视频号后台架构设计及相关功能开发。
WXG02-122 微信图像识别算法工程师（视频号）(广州/深圳）,负责微信视频号视频内容理解相关算法研发
WXG02-115 微信运营平台web前端工程师（广州）,"团队负责微信产品运营系统建设项目的Web前端开发，包括云平台、监控平台、自动化平台、存储平台、大数据平台、H5和小程序工具等，涵盖微信、公众平台、小程序、微信支付、视频号等业务。

"
CSIG02-智慧教育高级后台研发工程师（深圳）,"负责智慧教育系统后台研发工作；
参与项目交付方案设计和标准化产品开发；
参与后台各个系统的架构设计、评审和代码开发，以及技术难题的攻坚和优化；
参与方案文档、技术实施文档、接口文档等撰写和维护。"
WXG04-212 微信小游戏运营（深圳）,"负责微信小游戏的运营工作：充分掌握小游戏平台的特性，根据平台用户属性以及游戏产品特性输出解决方案及游戏品类分析，引导生态健康发展； 
洞察行业、用户、品类的发展动态，对内输出及对外引导； 
跟进行业竞品监控，提出应对方案，并推动解决方案落地。"
TEG15-海外计费Android客户端开发(深圳),"负责腾讯Android平台海外支付SDK架构设计和开发工作；
根据项目任务计划完成软件高质量编码和测试工作；
持续优化Android平台软件产品，提升质量和性能。"
TEG15-C++/Golang后台开发工程师(深圳),"参与全球计费系统的平台能力建设；
深入发掘和分析业务需求，撰写技术方案和系统设计；
根据产品需求，进行系统设计和编码；
持续对系统架构进行改造和优化；
有大型服务端架构开发经验或相关计费/支付系统开发经验者优先。
"
22850-腾讯视频会员VIP用户策略运营（北京）,"1、 负责业务整体精细化运营策略规划，结合用户生命周期节点特性，进行细分人群，拟定针对性策略；
2、 负责规划搭建会员成长体系，包括会员等级、会员积分、会员权益等体系，提升用户粘性、贡献等； 
3、 有针对性的展开工作或推动项目落地，以提高用户活跃、付费及留存等；
4、 跟进线上运营情况，监控业务数据和效果，及时发现问题并建立响应机制；
5、 善于用户研究，分析用户行为，挖掘用户需求，通过策略效果数据提炼，进行有效的策略迭代和优化；
6、 有较好的用户意识，强化用户体验，优化用户产品路径等；
有较好的用户意识，强化用户体验，优化用户产品路径等，能独立完成类似新手指引、会员权益页、活动页面等原型交互设计，并推动相关部门进行落地实现。"
32269-企鹅影视电视剧制片人,"负责评估影视项目前期策划的整体方向并制定可行性分析及项目周期等；
负责沟通并把控项目合作方、版权供应商等，并根据项目协调各部门工作；
监管已进行项目的质量及进度，负责项目的整体生产制作，包括剧本策划、剧组筹备、中期拍摄、后期制作等，保证顺利完成影片；
全流程跟进项目进度，随时协调解决项目进展中的问题；
与客户沟通，协调相关工作。"
15581-次世代3D角色美术师（深圳）,"根据原画和参考图片创作出高品质的角色和装备模型，并参与角色外包跟进工作，
根据效果与TA\材质师合作，创建并使用贴图以及材质；
在引擎中对角色模型效果和材质进行迭代，优化并不断打磨模型的质量水准，使其达到项目设定的质量标准和视觉方向；
与动画技术团队合作，结合性能预算，帮助动画团队确定模型标准的绑定，变形和模拟，以及其他要求；"
15581-次世代3D场景美术师（深圳）,"负责3D场景资源制作，审核外包提交的资源，并沟通指导外包制作； 
负责场景整合搭建，灯光氛围营造，还原原画设计； 
负责场景编辑和研发流程设计；
推动项目3D场景技术的持续提升和优化； 
负责最终游戏资源输出，性能方面的优化。"
WXG02-117 微信通话后台开发工程师（深圳/广州）,"微信多媒体团队专注于最实用的音视频、图片技术研究。目前自研技术已经应用于微信的音视频通话、多人通话、多媒体消息、朋友圈、公众平台等各项功能。每天支撑了数亿的视频通话、数十亿的视频播放、数百亿的图片查看。专业&专注，我们一直在多媒体领域砥砺前行，努力为用户提供最佳的语音视频业务体验。

负责微信音视频通话后台服务器及相关系统的开发优化工作。
"
22989-C++后台开发工程师（腾讯云研发子公司）,"1.负责腾讯云日志服务(CLS, Cloud Log Service)平台研发；
2.海量日志数据（PB级）存储、检索、分析与处理；
3.大规模高并发分布式系统架构设计、优化。"
22989-小程序云开发全栈开发工程师,"负责腾讯云云开发产品的 SDK 及服务的架构设计及开发；
负责腾讯云云开发产品前端的设计及开发；
负责腾讯云云开发相关业务方案设计及研发；
保障服务的高性能及高稳定性。"
22989-云开发高级产品运营经理,"1、推进云开发开源生态合作，推进开源社区对云开发的支持；
2、完善云开发技术文档、代码示例、官网教程等；
3、高阶开发者运营，包括深度技术布道、私享会等。"
22989-golang 后台开发工程师（腾讯云研发子公司）,"1.负责腾讯云日志服务(CLS, Cloud Log Service)平台研发；
2.海量日志数据（PB级）存储、检索、分析与处理。
3.大规模高并发分布式系统架构设计、优化研发。"
22989-腾讯云高级运营开发工程师,"1.负责通讯云基础设施平台系统的架构设计和开发，基于容器和DevOps技术理念研发自动化智能化运营支撑系统。 
2.负责容器周边运营工具系统建设，如ETCD集群运维平台的稳定性、运维能力建设，服务于公司内外部业务。
3.负责通过海量数据处理，机器学习等技术，支持腾讯云智能化运维和精细化运营。"
HY3-虚拟偶像引擎动画导演（深圳）,"负责使用虚幻4引擎制作动画短视频（灯光，镜头，sequence，后期等）；
协调外包团队制作动画、场景等前置工作；
负责视频内容的规划，包括场景灯光氛围及镜头表现；
负责寻找合适的素材完成短片的前期预览layout制作。"
